"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0034341","response to interferon-gamma","42/2428","140/18800",8.02984213234163e-08,8.77260252958323e-06,6.95819026881483e-06,"199/6366/6357/3965/4609/6348/10537/10096/2597/6364/6362/8519/6356/972/71/2634/112936/10492/6772/3113/10062/10435/6351/10410/3799/3326/388372/115362/10581/6737/9111/23521/965/11140/445/998/84166/3394/4843/834/6369/7474",42
"BP","GO:0035966","response to topologically incorrect protein","46/2428","160/18800",8.22908738525204e-08,8.83255379350386e-06,7.00574198448973e-06,"1965/27248/3309/3337/9709/10551/7494/91319/578/550/3329/3312/3301/1616/9927/7009/54788/3336/10808/23471/55741/9695/3326/80279/10956/23753/10133/3303/7415/3304/595/3313/2161/23071/27348/4189/871/57414/3310/23190/10488/6048/9217/3300/666/5611",46
"BP","GO:0007015","actin filament organization","98/2428","450/18800",9.50839565574762e-08,1.00297180382524e-05,7.95530017658739e-06,"6385/822/4645/3936/283/7430/226/7168/199/10083/6366/10096/829/2017/6714/7429/10094/23603/79983/9530/5357/6356/71/7169/5341/387/3059/1072/4646/7170/10435/9948/4640/3636/5880/4233/79767/29108/5217/7114/70/7184/30011/5216/2195/51734/50848/10109/9168/79778/10459/375/7984/7126/23370/55160/390/7046/10093/1236/8976/2059/23607/389/10456/2185/4082/274/6281/94134/29984/998/57175/832/10095/5987/55930/10529/6387/4070/3925/5756/10092/6369/8195/6840/148170/22921/10006/11034/85415/64780/391/7408/50853/2764/1495/25",98
"BP","GO:0045862","positive regulation of proteolysis","84/2428","369/18800",1.06211088272973e-07,1.10135497975262e-05,8.73564883030158e-06,"2629/8915/3965/1512/4609/9709/5366/1365/6714/51107/578/5721/7805/1364/3329/9733/54205/6188/5118/302/991/2023/5716/8754/3336/387/6423/255488/84168/4323/57599/27141/57333/54209/10418/54998/1509/10134/8078/29108/6280/5720/9798/6279/5705/3303/6613/6850/90637/2896/7415/65018/3304/3146/5886/11337/7341/5704/2185/7498/5728/9131/6281/2161/64065/112399/152503/22954/51136/55848/1942/26355/9966/27429/1075/834/28952/8312/55212/10213/3300/127544/666/8767",84
"BP","GO:0006839","mitochondrial transport","50/2428","182/18800",1.12251158981289e-07,1.14458765107921e-05,9.07855864743405e-06,"292/7855/56993/5366/29103/578/10055/55737/3329/9530/8034/9927/10953/10075/29957/1459/3998/5880/10134/291/3303/10449/599/65018/7417/26517/79778/131118/10456/598/1468/1386/9131/80273/26521/100287932/140823/3002/7332/27429/4836/54978/9512/4285/51025/55288/2139/28978/131474/666",50
"BP","GO:0052126","movement in host environment","49/2428","177/18800",1.15735605211673e-07,1.16077120112298e-05,9.20692217473362e-06,"682/56649/1508/11074/3965/6714/9972/8519/972/5359/3956/79581/983/3643/290/5034/7852/29082/10410/5119/3694/10581/6737/55770/2519/9798/4061/3303/27243/6993/7251/50848/3304/558/8673/3123/1525/7879/6404/6510/7293/5987/5478/3688/942/8724/3695/3949/53840",49
"BP","GO:0042060","wound healing","94/2428","429/18800",1.28460557604594e-07,1.25242013509309e-05,9.93385664867974e-06,"6385/7103/3611/10398/6382/7168/1192/836/5265/5329/4321/6288/60/960/9060/1289/1365/5328/3172/6714/7494/7429/1364/71/5359/9158/928/5341/387/5912/7001/5777/6431/7852/3043/29082/51330/3998/7040/5119/5156/309/3694/2207/780/6279/29071/27243/1839/1281/6850/50848/558/1277/5159/55612/2683/83481/10672/7039/25987/8573/5155/7046/64094/4638/308/389/10461/5728/6484/83706/2161/2162/1832/5327/2191/57175/50808/1026/7414/6558/3569/5478/3170/6469/710/22875/7474/3688/23513/2125/7076/128272",94
"BP","GO:0043123","positive regulation of I-kappaB kinase/NF-kappaB signaling","51/2428","188/18800",1.30394660926628e-07,1.25242013509309e-05,9.93385664867974e-06,"4615/6366/8915/3965/10537/2597/972/1936/6275/84336/3956/387/653519/10783/51026/7334/9516/5494/9020/7329/7335/11040/6737/6398/124583/6285/65018/9641/3123/51246/1236/1499/389/23636/1653/81858/497661/22954/54602/5987/834/9188/80762/330/92610/28952/1893/25/10342/53840/8767",51
"BP","GO:0006900","vesicle budding from membrane","25/2428","64/18800",1.31106451562557e-07,1.25242013509309e-05,9.93385664867974e-06,"54732/9632/84364/1173/302/6396/29082/10483/54874/553115/8976/7879/6281/56681/399687/64083/5861/10113/3638/8724/59349/9217/5537/10972/10342",25
"BP","GO:0032527","protein exit from endoplasmic reticulum","21/2428","48/18800",1.33061962701947e-07,1.25242013509309e-05,9.93385664867974e-06,"27248/9709/91319/550/161291/6396/55741/9695/10134/10952/10956/7184/9777/7415/6400/56681/123264/10113/81502/3638/84447",21
"BP","GO:0051084","'de novo' post-translational protein folding","18/2428","37/18800",1.43646790750491e-07,1.33156222092652e-05,1.05615901971254e-05,"3309/3337/3312/972/54788/3336/10808/23753/3303/3304/6388/10728/3313/27348/3310/27433/131474/6767",18
"BP","GO:0043254","regulation of protein-containing complex assembly","89/2428","401/18800",1.51226775145829e-07,1.38090359752564e-05,1.09529526067914e-05,"4312/822/3936/4615/2629/3309/6366/829/2017/22919/29103/6714/7429/578/10094/55737/9530/3312/6356/6188/1015/5341/387/3059/142/5494/55011/56937/10563/9636/6662/10435/4314/638/54209/7040/4233/115362/29108/5899/5217/2288/7114/9793/3303/5216/51451/23521/6850/7415/10109/65018/3304/9168/7417/9641/55612/7984/19/3146/3958/7341/10093/1236/2059/389/10456/2185/274/5925/998/832/10095/147138/56681/3925/5756/10092/6369/8195/5526/6840/10113/148170/7408/50853/1437/24144/25",89
"BP","GO:0006458","'de novo' protein folding","19/2428","41/18800",1.72030705038094e-07,1.54777037268097e-05,1.22764945855358e-05,"3309/3337/3329/3312/972/54788/3336/10808/23753/3303/3304/6388/10728/3313/27348/3310/27433/131474/6767",19
"BP","GO:0008380","RNA splicing","95/2428","438/18800",1.81804201525006e-07,1.61199725352172e-05,1.27859247754429e-05,"1207/3185/79228/6732/5518/6628/3181/10284/9733/3312/116461/4841/10212/10492/3178/22827/6432/7009/4236/57794/9584/9991/6606/10283/26986/6431/28960/6426/3189/56949/4691/23210/84950/55660/3190/1655/286676/29896/3187/11017/3303/9092/26121/54845/3276/9967/96764/22916/10291/5356/6427/10625/4116/54407/3958/25980/79622/51503/10262/1653/55110/6637/3188/6607/23451/51362/91603/10137/8559/54496/51729/10772/83707/9295/11171/51340/10465/9128/22913/10150/3183/55677/6626/26993/10992/6434/389677/27336/5936/23658/54883/6100/25804/6627/24144",95
"BP","GO:0006986","response to unfolded protein","41/2428","139/18800",1.90515069489016e-07,1.665101707334e-05,1.32071348923964e-05,"1965/27248/3309/3337/9709/10551/7494/91319/578/3329/3312/3301/1616/9927/7009/3336/10808/23471/55741/9695/3326/80279/10956/10133/3303/7415/3304/595/3313/23071/27348/4189/871/57414/3310/23190/10488/9217/3300/666/5611",41
"BP","GO:0072521","purine-containing compound metabolic process","91/2428","416/18800",2.19856603483181e-07,1.89448267621141e-05,1.50265224915858e-05,"3158/2980/3692/51703/11332/226/11277/30968/353/80201/4609/9060/132/10591/7167/2597/6472/2984/2203/8801/5901/471/64834/8803/2773/8034/3939/2023/387/79717/142/5538/5315/2981/27284/5236/51292/3643/4598/56952/54209/7040/84649/10005/7114/29922/55276/4976/144811/80347/4354/2026/204/7415/65018/5230/47/5211/8573/55022/5160/2027/7498/84188/9524/3101/5142/5634/50808/318/3251/9061/55711/2618/51715/4843/109/30833/5163/3615/22875/221443/230/2821/1737/10654/4833/158/1738/4830/136",91
"BP","GO:0002478","antigen processing and presentation of exogenous peptide antigen","18/2428","38/18800",2.3999243273566e-07,2.03926903260662e-05,1.61749285805759e-05,"3122/10437/3118/3108/3115/3127/972/3119/567/3113/3109/1509/2207/3117/3105/3123/3120/1520",18
"BP","GO:0071826","ribonucleoprotein complex subunit organization","54/2428","208/18800",2.69951701276365e-07,2.26241713480658e-05,1.7944878772661e-05,"1207/3692/6732/26284/6628/9733/6175/22827/6134/6606/55011/11052/6431/7520/6223/6426/56949/3799/3326/51081/6122/9092/26121/23521/96764/7415/10291/1983/6125/10728/25980/79869/84154/1653/6637/6607/23451/22868/8559/54496/23246/10772/5822/11171/51340/8894/28985/25804/6208/26747/6147/24144/29777/7458",54
"BP","GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","33/2428","102/18800",2.79041719735363e-07,2.30699627208237e-05,1.8298468392319e-05,"3065/5329/960/9709/6714/7494/3301/972/4841/7009/2023/6423/51060/4282/4318/4976/3303/10525/599/65018/7417/10625/80237/598/4582/22954/10131/6387/27429/5478/10488/84447/54929",33
"BP","GO:0071346","cellular response to interferon-gamma","36/2428","118/18800",4.20170283467101e-07,3.4274690590023e-05,2.71857544811696e-05,"199/6366/6357/3965/4609/6348/10096/2597/6364/6362/6356/71/2634/112936/10492/6772/3113/10062/10435/6351/3799/3326/388372/115362/9111/23521/965/11140/445/998/84166/3394/4843/834/6369/7474",36
"BP","GO:0007159","leukocyte cell-cell adhesion","84/2428","381/18800",4.50917103077041e-07,3.61656492350457e-05,2.86856115644191e-05,"7070/6385/3122/11326/7430/199/3118/6366/8915/836/3965/960/3108/3115/5573/3135/6714/7494/7805/3329/3127/972/6188/3119/5105/3956/387/567/3689/3113/7412/10808/3109/970/4192/7001/5777/1947/57126/5880/2650/54440/29108/6280/3117/939/3620/1725/6279/9092/259307/6850/916/11221/50848/3105/3123/3146/3958/1236/79626/6484/83706/3120/445/10288/6659/9308/6404/11314/864/6387/3569/80762/6469/64083/3688/64116/942/23513/1493/3695/9306/8767",84
"BP","GO:0042273","ribosomal large subunit biogenesis","26/2428","72/18800",4.59848106807672e-07,3.61656492350457e-05,2.86856115644191e-05,"3692/9045/6175/6134/6129/26156/6122/23481/51388/4869/6125/84154/81887/22868/10969/23246/117246/2971/55651/90441/51491/115416/4736/11224/55003/6147",26
"BP","GO:0006120","mitochondrial electron transport, NADH to ubiquinone","21/2428","51/18800",4.6296132966815e-07,3.61656492350457e-05,2.86856115644191e-05,"4713/29103/4715/4714/4704/4706/4726/4700/4711/4720/65018/4709/374291/4728/4716/4725/4694/4710/4695/1738/4708",21
"BP","GO:0006753","nucleoside phosphate metabolic process","103/2428","495/18800",4.66996778288429e-07,3.61656492350457e-05,2.86856115644191e-05,"3158/2980/3692/51703/11332/51071/226/11277/30968/353/7083/80201/4609/9060/132/10591/7167/2597/955/2984/2203/8801/5901/471/64834/8803/2773/8034/3939/2023/387/79717/142/5538/5315/2981/27284/5236/51292/7374/3643/4598/54209/7040/84649/10005/1635/7114/3620/29922/4976/144811/80347/4354/2026/23498/204/7415/65018/5230/978/54963/47/5211/8573/55022/25996/5160/2027/7498/79621/84188/7378/9524/3101/5142/5634/7372/50808/318/3251/6241/9061/55711/2618/51715/4843/109/30833/5163/3615/1503/230/51727/2821/1737/11164/10654/4833/158/1738/4830/136",103
"BP","GO:0006163","purine nucleotide metabolic process","86/2428","394/18800",5.17773514302658e-07,3.95967295062958e-05,3.14070513280954e-05,"3158/2980/3692/51703/11332/226/11277/30968/353/80201/4609/9060/132/10591/7167/2597/2984/2203/8801/5901/471/64834/8803/2773/8034/3939/2023/387/79717/142/5538/5315/2981/27284/5236/51292/3643/4598/54209/7040/84649/10005/7114/29922/4976/144811/80347/4354/2026/204/7415/65018/5230/47/5211/8573/55022/5160/2027/7498/84188/9524/3101/5142/5634/50808/318/3251/9061/55711/2618/51715/4843/109/30833/5163/3615/230/2821/1737/10654/4833/158/1738/4830/136",86
"BP","GO:0009117","nucleotide metabolic process","101/2428","487/18800",7.07468600117883e-07,5.34357147595211e-05,4.23837588894534e-05,"3158/2980/3692/51703/11332/51071/226/11277/30968/353/80201/4609/9060/132/10591/7167/2597/2984/2203/8801/5901/471/64834/8803/2773/8034/3939/2023/387/79717/142/5538/5315/2981/27284/5236/51292/7374/3643/4598/54209/7040/84649/10005/1635/7114/3620/29922/4976/144811/80347/4354/2026/23498/204/7415/65018/5230/978/54963/47/5211/8573/55022/25996/5160/2027/7498/79621/84188/7378/9524/3101/5142/5634/7372/50808/318/3251/6241/9061/55711/2618/51715/4843/109/30833/5163/3615/1503/230/51727/2821/1737/11164/10654/4833/158/1738/4830/136",101
"BP","GO:0016072","rRNA metabolic process","63/2428","264/18800",7.39458789638103e-07,5.51708399390965e-05,4.37600130966836e-05,"3692/283/10436/9045/28987/3669/2976/9221/84128/55011/54555/10885/6223/55661/4691/6129/51602/26156/51010/23160/705/57050/23481/9092/1736/6194/10813/5036/88745/6125/112495/56915/22803/57418/84154/81887/55695/51119/6597/10969/23246/51729/54512/5822/9191/27079/55006/117246/55636/64768/2971/9188/55651/4736/10200/10171/9136/11224/6208/10607/92856/29777/6201",63
"BP","GO:0006397","mRNA processing","103/2428","500/18800",7.65660247150954e-07,5.64374625550546e-05,4.47646637839682e-05,"1207/3185/79228/6732/6628/3181/10284/9733/3312/116461/4841/10212/10492/3178/22827/6432/4236/57794/9584/7884/9991/6606/11052/10283/26986/6431/28960/29894/6426/3189/56949/4691/54998/23210/6827/1477/84950/55660/3190/1655/29896/3187/11017/9092/26121/54845/9967/96764/22916/10291/5356/6427/4116/3958/25980/79869/6829/22803/79622/255967/51503/23283/10262/1653/55110/6637/6607/23451/51362/91603/8559/54496/51729/10772/25888/9295/11171/51340/10465/9128/51593/22913/10150/3183/55677/677/6626/26993/1478/10992/6434/55339/27336/984/54623/5936/23658/54883/25804/6627/51692/728642/24144",103
"BP","GO:0140014","mitotic nuclear division","68/2428","293/18800",8.10745704605972e-07,5.90493121521349e-05,4.6836312007939e-05,"1104/11065/11130/54443/5518/54921/9232/5901/10274/80346/991/22974/118471/8243/387/10783/23113/3643/440145/246184/7329/9184/29082/9183/54998/5119/64793/113130/27175/8815/3303/27243/8086/9820/51451/4288/80218/3304/10459/5159/8697/7039/51529/5155/11004/51434/2059/4085/23636/55143/546/29127/5925/998/699/56984/4605/26073/55795/79866/9212/64151/26993/10592/891/56647/10040/55968",68
"BP","GO:1990868","response to chemokine","31/2428","97/18800",8.57070023190368e-07,6.09715628125427e-05,4.83609890686365e-05,"2919/3627/6366/6357/6348/6364/6362/2921/6356/9034/387/2859/6373/10563/10663/6351/7852/2920/54209/388372/4283/1236/10519/2185/9943/2833/6387/6558/27347/6369/7032",31
"BP","GO:1990869","cellular response to chemokine","31/2428","97/18800",8.57070023190368e-07,6.09715628125427e-05,4.83609890686365e-05,"2919/3627/6366/6357/6348/6364/6362/2921/6356/9034/387/2859/6373/10563/10663/6351/7852/2920/54209/388372/4283/1236/10519/2185/9943/2833/6387/6558/27347/6369/7032",31
"BP","GO:0008637","apoptotic mitochondrial changes","33/2428","107/18800",9.56196898945818e-07,6.72415244569024e-05,5.33341525001841e-05,"27069/292/5329/5366/578/55737/3329/5716/64422/79017/638/27141/29108/4318/291/4976/3303/10449/599/65018/7417/598/1386/3002/4000/26355/4836/54978/2810/55288/2139/28978/666",33
"BP","GO:0022618","ribonucleoprotein complex assembly","51/2428","200/18800",1.02814690867354e-06,7.1479577128008e-05,5.66956608730264e-05,"1207/3692/6732/26284/6628/9733/6175/22827/6134/6606/55011/11052/6431/7520/6223/6426/56949/3326/51081/6122/9092/26121/23521/96764/10291/1983/6125/10728/25980/79869/84154/1653/6637/6607/23451/22868/8559/54496/23246/10772/5822/11171/51340/8894/28985/25804/6208/26747/6147/29777/7458",51
"BP","GO:0009260","ribonucleotide biosynthetic process","48/2428","184/18800",1.04711191031683e-06,7.19801198575098e-05,5.70926777830939e-05,"51703/11332/226/30968/353/4609/9060/132/2984/471/64834/8034/2023/79717/142/5538/54209/7040/7114/29922/80347/204/7415/65018/978/54963/47/55022/5160/7378/9524/5634/7372/50808/318/3251/9061/2618/109/5163/3615/1503/51727/1737/4833/158/1738/4830",48
"BP","GO:0071677","positive regulation of mononuclear cell migration","24/2428","66/18800",1.08948893377021e-06,7.40610366311797e-05,5.87432044991894e-05,"57402/3627/199/6366/3965/6348/6364/387/10563/6351/102/29108/3146/3958/1236/2185/9943/811/6387/7941/27347/7474/10488/6278",24
"BP","GO:0044409","entry into host","42/2428","153/18800",1.15399950673341e-06,7.75842745296153e-05,6.15377411919146e-05,"682/56649/1508/11074/3965/6714/9972/8519/972/5359/3956/79581/983/3643/290/5034/7852/10410/3694/10581/6737/55770/2519/4061/3303/6993/50848/3304/558/8673/3123/1525/6404/6510/7293/5987/3688/942/8724/3695/3949/53840",42
"BP","GO:0010821","regulation of mitochondrion organization","41/2428","148/18800",1.19009852322385e-06,7.91415517943863e-05,6.27729312592902e-05,"27069/292/7855/30968/5329/8878/5366/2017/55737/23788/7416/5716/10075/638/27141/1459/54209/29108/4318/291/4976/3303/10449/599/65018/55022/10456/598/3002/4000/6742/26355/27429/4836/64083/5898/54978/55288/28978/2021/666",41
"BP","GO:0009150","purine ribonucleotide metabolic process","80/2428","366/18800",1.20612943003525e-06,7.93451597092008e-05,6.29344275321167e-05,"3158/3692/51703/11332/226/11277/30968/353/80201/4609/9060/132/7167/2597/2984/2203/8801/5901/471/64834/8803/2773/8034/3939/2023/387/79717/142/5538/5315/27284/5236/51292/3643/4598/54209/7040/84649/10005/7114/29922/4976/80347/4354/2026/204/7415/65018/5230/47/5211/8573/55022/5160/2027/7498/84188/9524/3101/5142/5634/50808/318/3251/9061/55711/2618/51715/109/30833/5163/3615/230/2821/1737/10654/4833/158/1738/4830",80
"BP","GO:0070098","chemokine-mediated signaling pathway","29/2428","89/18800",1.22405603532802e-06,7.96678172780515e-05,6.31903507599348e-05,"2919/3627/6366/6357/6348/6364/6362/2921/6356/9034/2859/6373/10563/10663/6351/7852/2920/54209/388372/4283/1236/10519/2185/9943/2833/6387/27347/6369/7032",29
"BP","GO:0052548","regulation of endopeptidase activity","90/2428","426/18800",1.25150750463248e-06,8.05970832983316e-05,6.3927419350202e-05,"2168/1718/10653/8915/3065/5265/5329/3965/960/6692/1512/4609/5366/6714/2597/51107/7429/578/5721/7805/2/3329/1800/9232/54205/10935/6188/302/3476/25824/9491/3336/387/6423/55011/10406/27290/183/27141/1509/10134/29108/6280/4318/5720/939/6279/1457/5918/5269/6850/7415/1476/3146/1992/80196/6195/5698/5266/5684/7498/274/9131/1469/64065/112399/51377/728113/1942/871/26355/55795/9966/27429/834/710/6690/330/5696/6590/2810/2821/64780/10049/10213/8530/7076/10972/666/8767",90
"BP","GO:2000116","regulation of cysteine-type endopeptidase activity","56/2428","229/18800",1.32250538857941e-06,8.42821663263421e-05,6.6850327207797e-05,"2168/1718/8915/5329/3965/960/1512/4609/5366/6714/7429/578/7805/3329/1800/54205/10935/6188/3476/25824/3336/387/6423/55011/27141/1509/10134/29108/6280/4318/939/6279/1457/6850/7415/3146/80196/6195/5698/7498/9131/64065/112399/26355/55795/9966/27429/834/330/2810/2821/64780/10049/8530/666/8767",56
"BP","GO:0046390","ribose phosphate biosynthetic process","49/2428","191/18800",1.37565352841024e-06,8.63771028162356e-05,6.85119739823551e-05,"51703/11332/226/30968/353/4609/9060/132/2984/7086/471/64834/8034/2023/79717/142/5538/54209/7040/7114/29922/80347/204/7415/65018/978/54963/47/55022/5160/7378/9524/5634/7372/50808/318/3251/9061/2618/109/5163/3615/1503/51727/1737/4833/158/1738/4830",49
"BP","GO:1903131","mononuclear cell differentiation","91/2428","433/18800",1.3836149192532e-06,8.63771028162356e-05,6.85119739823551e-05,"28959/639/3122/55365/1958/2629/292/7855/3965/4609/4495/10537/3135/3725/7494/578/4436/3516/55012/972/7163/5105/1880/3956/2547/1015/387/653519/567/7412/10945/4192/7001/5777/4323/914/54209/1436/23210/54440/3694/2207/973/55846/939/3149/9092/6194/259307/6850/56833/916/11221/8581/558/139818/3123/3146/9760/1236/1499/2185/10461/3204/1386/915/10288/6659/51463/9308/4189/3394/864/55795/79840/55636/3569/80762/6469/677/3688/942/1316/1493/925/84447/23529/1437/25/10320/8767",91
