Officel.Gene.Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B	g
CCDC28A	-3.668729873	1.515873902	-5.586765779	7.51E-06	0.000592225	3.672804696	DOWN
CLDN3	-2.984204181	1.094496799	-5.578727751	7.67E-06	0.000602532	3.652426579	DOWN
ACTR3	-3.6255648	3.847483951	-5.570229255	7.84E-06	0.000613761	3.630876886	DOWN
ZNF121	-2.437687537	1.242926252	-5.564790363	7.95E-06	0.000620268	3.61708321	DOWN
PLAU	-4.500202941	1.599829718	-5.563326364	7.98E-06	0.000620421	3.613370037	DOWN
CKMT1A	-1.754823009	0.710598316	-5.544505127	8.38E-06	0.000649176	3.565622242	DOWN
TGIF1	-4.380143924	2.392952747	-5.54216861	8.43E-06	0.000650825	3.559693285	DOWN
MRPS2	-3.874356053	1.773941399	-5.539341984	8.49E-06	0.000653319	3.552520252	DOWN
PDGFC	-2.788098206	1.19597569	-5.532782512	8.64E-06	0.000662217	3.535872761	DOWN
LBR	-3.775246572	2.176726118	-5.528476519	8.74E-06	0.00066733	3.524943127	DOWN
IFNGR1	-4.855646329	3.183407005	-5.525148907	8.81E-06	0.000670785	3.516496149	DOWN
COMMD5	-4.128189912	2.070533283	-5.51559436	9.03E-06	0.000685261	3.492238988	DOWN
SNX32	-3.04880804	1.77990825	-5.508976604	9.19E-06	0.000694741	3.475434835	DOWN
CD53	-3.605439398	1.301575204	-5.503719339	9.32E-06	0.000701876	3.462083613	DOWN
GSS	-3.651525652	1.577435158	-5.48863178	9.69E-06	0.000727446	3.423759375	DOWN
DNPH1	-5.047939542	2.304073276	-5.47519505	1.00E-05	0.000750737	3.389618322	DOWN
POLDIP3	-3.096589579	1.402172181	-5.471868176	1.01E-05	0.000752438	3.381163701	DOWN
HLA-DPB1	-5.282906832	3.158533306	-5.470838915	1.01E-05	0.000752438	3.378547913	DOWN
EPRS	-4.271304682	2.750822958	-5.470407537	1.02E-05	0.000752438	3.377451583	DOWN
TXLNA	-3.034297698	1.542119218	-5.464869354	1.03E-05	0.000760784	3.363375662	DOWN
CAPZA1	-4.519309855	3.810553261	-5.462651416	1.04E-05	0.000762618	3.357738084	DOWN
HIST1H1B	-2.719309721	1.031156988	-5.456201951	1.05E-05	0.000772927	3.341343345	DOWN
MMP19	-2.937108399	1.408905836	-5.454288167	1.06E-05	0.000774196	3.336478046	DOWN
SLC5A6	-3.553797344	1.777138124	-5.448792089	1.07E-05	0.000782737	3.322504675	DOWN
CTTN	-5.505460265	3.920617086	-5.444191952	1.09E-05	0.000788757	3.310808014	DOWN
FOS	-5.320649396	2.654568977	-5.443302626	1.09E-05	0.000788757	3.308546625	DOWN
PTGIS	4.760133725	4.000544097	5.440284954	1.10E-05	0.000792361	3.300872964	UP
APMAP	-3.048807624	1.408142487	-5.434849454	1.11E-05	0.000801015	3.287049867	DOWN
AZIN1	-4.186187166	2.78800837	-5.426698953	1.14E-05	0.000815517	3.266319532	DOWN
PRKAR1A	-4.193766622	2.923003902	-5.421998491	1.15E-05	0.000822048	3.254362729	DOWN
AEBP1	-2.674770515	0.991352243	-5.421132934	1.16E-05	0.000822048	3.252160853	DOWN
MAPRE1	-4.032663272	2.474662013	-5.40928006	1.19E-05	0.000842918	3.222004981	DOWN
IDI1	-3.087384155	1.558284312	-5.409019742	1.19E-05	0.000842918	3.221342611	DOWN
ALDH9A1	-3.169728212	1.571353123	-5.398121889	1.23E-05	0.000864399	3.193610605	DOWN
MEAF6	-3.94427249	2.030072305	-5.392180323	1.25E-05	0.000874556	3.178488693	DOWN
TPI1	-5.035493287	8.372151532	-5.391177058	1.25E-05	0.000874556	3.17593512	DOWN
RNF114	-4.11875098	2.370030808	-5.387882596	1.26E-05	0.000876887	3.167549534	DOWN
TRAPPC6A	-2.624013206	1.191043547	-5.387710872	1.26E-05	0.000876887	3.167112423	DOWN
AKAP1	-3.155774826	1.381696473	-5.384997268	1.27E-05	0.000878527	3.160204944	DOWN
RPL14	-4.731471013	8.690209224	-5.384564933	1.27E-05	0.000878527	3.159104403	DOWN
HLA-G	-3.669709634	2.16704783	-5.378344528	1.29E-05	0.000890076	3.143269016	DOWN
HNF4A	-2.48348774	0.959689283	-5.374360371	1.30E-05	0.000896547	3.133125588	DOWN
CTB-113P19.1	-1.254832487	0.526421645	-5.359086202	1.36E-05	0.000930049	3.094232123	DOWN
JUN	-2.474379222	0.934677239	-5.356805074	1.37E-05	0.000932682	3.088422709	DOWN
SNX5	-4.496394498	2.75164934	-5.348842018	1.39E-05	0.000949293	3.06814126	DOWN
IL1R2	-3.628677168	1.333014162	-5.338598675	1.43E-05	0.000971977	3.042048209	DOWN
MUC2	-1.908479247	0.744396527	-5.33559516	1.44E-05	0.000972296	3.034396494	DOWN
DNAJC15	-4.437177338	2.624113965	-5.335301186	1.44E-05	0.000972296	3.03364755	DOWN
SRC	-2.588851332	0.966589459	-5.334928507	1.45E-05	0.000972296	3.03269809	DOWN
CCNB2	-4.521021782	2.152717452	-5.332801392	1.45E-05	0.000974716	3.027278804	DOWN
CLDN2	-2.791802552	1.043054586	-5.330574513	1.46E-05	0.000977406	3.021605155	DOWN
XBP1	-4.179028142	2.730973544	-5.329342543	1.47E-05	0.000977571	3.018466252	DOWN
TMOD3	3.843799697	5.811598253	5.322509615	1.49E-05	0.000989428	3.001055742	UP
TRMT10C	-2.939481962	1.610520001	-5.322176378	1.49E-05	0.000989428	3.000206597	DOWN
GAPDH	-4.91095615	8.896719487	-5.321242539	1.50E-05	0.000989428	2.997826993	DOWN
APH1A	-4.096463786	2.675461064	-5.31788958	1.51E-05	0.000995125	2.989282718	DOWN
CCL20	-4.679878263	1.806754418	-5.310288134	1.54E-05	0.001010588	2.969910515	DOWN
VIL1	-4.266281677	1.909828666	-5.30968635	1.54E-05	0.001010588	2.96837678	DOWN
PCMT1	-4.958673842	3.103580988	-5.279625936	1.67E-05	0.001089835	2.891746394	DOWN
HIST1H4I	-1.466742041	0.638707932	-5.277817589	1.68E-05	0.001091744	2.887135495	DOWN
ZHX2	-2.058926897	0.859298291	-5.272985268	1.70E-05	0.001102338	2.874813547	DOWN
SRPK1	-3.44369941	1.99847854	-5.265875331	1.73E-05	0.001119687	2.856682436	DOWN
QPCT	-3.716976399	1.670569765	-5.250681665	1.80E-05	0.001161595	2.817931232	DOWN
ELN	5.038094185	4.349625044	5.248736693	1.81E-05	0.001162761	2.812970063	UP
FRMD4B	4.611235104	4.667475327	5.248052999	1.81E-05	0.001162761	2.811226091	UP
S100A11	-4.733699447	8.439732229	-5.246890025	1.82E-05	0.001162899	2.808259532	DOWN
TGFBR3	3.753379492	3.674899798	5.243952394	1.83E-05	0.001168453	2.800765913	UP
MARK3	4.177884846	4.548595614	5.242060711	1.84E-05	0.001169489	2.795940265	UP
CPVL	-3.915912432	1.675897023	-5.240295612	1.85E-05	0.001169489	2.791437428	DOWN
NXPE4	-3.233480249	1.177588821	-5.240290334	1.85E-05	0.001169489	2.791423962	DOWN
ENTPD6	-2.863002371	1.135853224	-5.238870809	1.86E-05	0.001170462	2.787802627	DOWN
DERL3	-4.094053422	1.66051099	-5.233168461	1.89E-05	0.001184631	2.773254784	DOWN
H3F3B	-5.781812175	7.247202352	-5.231239698	1.90E-05	0.001187216	2.768333891	DOWN
BAK1	-2.081906746	0.83110646	-5.221551685	1.94E-05	0.001214195	2.743614947	DOWN
CARS	-3.293867834	2.549266431	-5.217831943	1.96E-05	0.001222576	2.734123283	DOWN
C10orf99	-3.377982122	1.225756112	-5.208964785	2.01E-05	0.001247704	2.711495325	DOWN
SHMT2	-3.788149087	1.820173704	-5.199010257	2.06E-05	0.00127699	2.686089843	DOWN
ARPC3	-6.024403824	4.895422936	-5.197626173	2.07E-05	0.00127801	2.682557228	DOWN
CACYBP	-5.291339429	4.600555341	-5.194750192	2.09E-05	0.001283901	2.675216656	DOWN
SAE1	-4.244871915	2.450990196	-5.193719348	2.09E-05	0.001283901	2.672585506	DOWN
APOM	-3.000577243	1.348796998	-5.189701862	2.11E-05	0.001293838	2.662330899	DOWN
VPS35	-3.475708582	3.024635223	-5.182157974	2.16E-05	0.001315945	2.643074012	DOWN
ANLN	-4.368994845	2.075340294	-5.180187117	2.17E-05	0.001319072	2.638042861	DOWN
SCD	-2.751426814	1.449699759	-5.174700163	2.20E-05	0.001334435	2.624035386	DOWN
AUP1	-4.387615324	2.855321262	-5.163423722	2.26E-05	0.00136856	2.595245721	DOWN
PEX14	-2.628560173	1.400456227	-5.162936939	2.27E-05	0.00136856	2.594002854	DOWN
PSME2	-5.658658401	6.056015275	-5.159285642	2.29E-05	0.001377902	2.584680084	DOWN
ERAL1	-4.337970892	2.417842323	-5.156765782	2.30E-05	0.001383218	2.578245998	DOWN
NAV1	3.312823916	3.776187533	5.15349859	2.32E-05	0.001391283	2.569903491	UP
PPP2R1A	-5.585413997	3.890925166	-5.135011708	2.44E-05	0.001456276	2.52269414	DOWN
DYM	6.107864129	5.171888186	5.129585695	2.47E-05	0.001473094	2.508836479	UP
GUCY2C	-2.982564542	1.093950252	-5.127977073	2.48E-05	0.001475302	2.504728049	DOWN
HN1	-5.417958922	4.118532926	-5.125721583	2.50E-05	0.001480028	2.498967426	DOWN
SNRPB	-5.009342721	3.751951992	-5.121242912	2.53E-05	0.001493178	2.487528387	DOWN
NOB1	-4.417601106	2.378228362	-5.119581368	2.54E-05	0.001493178	2.483284509	DOWN
MARS2	-2.407974294	0.93965662	-5.119258261	2.54E-05	0.001493178	2.482459229	DOWN
LTV1	-2.972872757	1.430280487	-5.117308919	2.55E-05	0.001496806	2.477480182	DOWN
FBP1	-3.3249934	1.216724523	-5.113115075	2.58E-05	0.001506899	2.466767929	DOWN
ATP5F1	-5.042149219	4.294431053	-5.112705191	2.58E-05	0.001506899	2.46572095	DOWN
CORO1C	-4.350561687	3.095545059	-5.10493208	2.64E-05	0.001532074	2.445865287	DOWN
ZFAND2B	-3.694609859	1.96507636	-5.104352115	2.64E-05	0.001532074	2.444383778	DOWN
LAPTM5	-4.839867968	3.133654795	-5.096934443	2.69E-05	0.001555837	2.425434922	DOWN
GARS	-4.640865251	3.132969311	-5.096459884	2.70E-05	0.001555837	2.424222602	DOWN
CLDN4	-5.664913877	4.817946573	-5.093291482	2.72E-05	0.001564684	2.416128415	DOWN
COL17A1	-3.602597319	1.412348952	-5.086635687	2.77E-05	0.001588032	2.399124563	DOWN
VWF	6.090851717	4.575725467	5.085262065	2.78E-05	0.001589595	2.395615218	UP
A2M	-5.44119403	3.590591841	-5.081387075	2.81E-05	0.001601631	2.38571518	DOWN
HSPD1	-4.627150622	4.923428813	-5.071095824	2.88E-05	0.001641124	2.359421356	DOWN
APEH	-4.23926226	2.029176246	-5.066847056	2.91E-05	0.001652407	2.34856541	DOWN
MSH2	-2.916330942	1.626443625	-5.065972452	2.92E-05	0.001652407	2.346330694	DOWN
TMEM30B	-2.075016713	0.825495829	-5.065517851	2.92E-05	0.001652407	2.345169131	DOWN
DPEP1	-4.729630995	1.691023958	-5.057761661	2.98E-05	0.001681997	2.325350613	DOWN
SS18L2	-4.00455331	2.194797724	-5.056303409	3.00E-05	0.001684107	2.32162441	DOWN
LPXN	-2.587358789	1.247422818	-5.054284344	3.01E-05	0.001688711	2.316465143	DOWN
SCP2	-4.52345051	3.543553997	-5.052666081	3.02E-05	0.001691561	2.312329996	DOWN
NUP153	-2.012993246	1.031896615	-5.047981165	3.06E-05	0.001708098	2.300358435	DOWN
MTCH2	-4.949715898	3.669348461	-5.042021446	3.11E-05	0.001730582	2.285128912	DOWN
DIS3L	3.800379874	4.041404985	5.04027459	3.12E-05	0.001731918	2.280664896	UP
HNRNPA2B1	-4.533557483	5.574358917	-5.039795067	3.13E-05	0.001731918	2.27943949	DOWN
ZC3H15	-4.59197384	2.81783021	-5.03000174	3.21E-05	0.001772473	2.254412346	DOWN
PYGB	-4.002845434	2.153636848	-5.026958009	3.24E-05	0.001782087	2.246633781	DOWN
SAP18	-5.758078077	5.534400754	-5.025488021	3.25E-05	0.001782087	2.24287704	DOWN
GFOD2	3.987008913	3.417819977	5.024331167	3.26E-05	0.001782087	2.23992054	UP
LSR	-4.882485506	2.836600969	-5.024113414	3.26E-05	0.001782087	2.239364038	DOWN
SND1	-4.642739361	3.554529026	-5.01769091	3.32E-05	0.001807835	2.22295017	DOWN
POF1B	-3.326669485	1.821085354	-5.016487506	3.33E-05	0.001809047	2.219874611	DOWN
APOC2	-3.199029918	1.266693928	-5.0150114	3.34E-05	0.001811566	2.216102079	DOWN
ANKS3	4.606726201	4.203800361	5.013469514	3.35E-05	0.001814413	2.212161412	UP
PYCR1	-3.489090757	1.297801082	-5.009634858	3.39E-05	0.001824853	2.202360916	DOWN
TMEM87B	-2.413959312	1.220590407	-5.009401931	3.39E-05	0.001824853	2.201765605	DOWN
C10orf55	-2.111095327	0.809510611	-5.005811583	3.42E-05	0.001837596	2.192589379	DOWN
SART3	-3.101073489	1.459425096	-5.003797065	3.44E-05	0.001842811	2.187440618	DOWN
H1F0	-3.803895258	2.247953154	-4.995626015	3.51E-05	0.001878126	2.166556491	DOWN
CCL18	-3.926854954	1.408713723	-4.98695962	3.59E-05	0.001915728	2.144405796	DOWN
PPBP	5.744959877	4.306240374	4.98621046	3.60E-05	0.001915728	2.142490973	UP
LACTB2	-4.009569789	1.932715716	-4.984093542	3.62E-05	0.001919019	2.137080193	DOWN
SUCLG2	-2.710989499	1.239933245	-4.983269402	3.63E-05	0.001919019	2.134973709	DOWN
ARF4	-4.600445866	4.009326976	-4.982789199	3.63E-05	0.001919019	2.133746318	DOWN
MZB1	-4.270385455	2.500663444	-4.98122195	3.65E-05	0.001919119	2.129740448	DOWN
UCHL3	-4.646363557	2.52877585	-4.98093599	3.65E-05	0.001919119	2.129009535	DOWN
MEP1A	-2.042414666	0.78056696	-4.979750975	3.66E-05	0.001920487	2.125980639	DOWN
NUTF2	-5.317171537	4.109113866	-4.975479938	3.70E-05	0.001935212	2.115063812	DOWN
HLA-DRB5	-4.072571585	2.419333304	-4.975018492	3.71E-05	0.001935212	2.113884343	DOWN
RBPJ	-4.46385568	3.007913802	-4.968595015	3.77E-05	0.001954328	2.097465663	DOWN
PTMA	-3.619377996	10.49051269	-4.968501981	3.77E-05	0.001954328	2.097227862	DOWN
CHTF8	-3.246582617	2.106493755	-4.967731397	3.78E-05	0.001954328	2.095258204	DOWN
CKS2	-5.732972392	3.797220825	-4.96765651	3.78E-05	0.001954328	2.095066788	DOWN
EMCN	4.720096883	3.817291308	4.958268825	3.87E-05	0.001998333	2.071071113	UP
FAM210B	3.957848971	4.094430457	4.952505469	3.93E-05	0.00202401	2.056339363	UP
LMOD3	3.360111443	2.535174265	4.950419536	3.95E-05	0.002024771	2.051007475	UP
MORC4	-2.174941034	0.861328851	-4.950063213	3.96E-05	0.002024771	2.050096671	DOWN
LMO7	-4.356810946	2.70333162	-4.949686809	3.96E-05	0.002024771	2.049134536	DOWN
ISLR	-3.395596393	1.298111914	-4.943154704	4.03E-05	0.002054975	2.03243764	DOWN
OBFC1	-3.083219053	1.158918805	-4.935143851	4.12E-05	0.002091733	2.011960782	DOWN
COPG1	-4.022271259	2.722292877	-4.934627876	4.12E-05	0.002091733	2.010641876	DOWN
ZNF383	4.849601861	5.132479399	4.928646262	4.19E-05	0.002119911	1.995352	UP
ALDH1B1	-2.706328591	2.12047492	-4.926060239	4.22E-05	0.002129425	1.988741749	DOWN
FUT3	-3.00902558	1.438374397	-4.924578608	4.23E-05	0.002129686	1.984954484	DOWN
SNHG7	4.461119204	3.468216966	4.923849833	4.24E-05	0.002129686	1.983091628	UP
C8orf4	-3.092574971	1.445611926	-4.923387917	4.25E-05	0.002129686	1.981910905	DOWN
ARL14	-2.072114288	0.790466834	-4.922429391	4.26E-05	0.002130175	1.979460775	DOWN
OLFM4	-3.784750873	1.525291919	-4.920957395	4.27E-05	0.002133546	1.97569814	DOWN
TKT	-4.109965529	5.037525392	-4.919736641	4.29E-05	0.002135527	1.972577719	DOWN
EPS8L3	-3.779320573	1.689265018	-4.913059507	4.36E-05	0.002168342	1.955510046	DOWN
BAG4	-2.920704311	1.515812971	-4.911583904	4.38E-05	0.002171829	1.951738209	DOWN
LIX1L	3.672289661	3.89444095	4.899925583	4.52E-05	0.002234242	1.921938179	UP
CDHR2	-2.183625807	0.852802882	-4.896573621	4.56E-05	0.002248905	1.913370246	DOWN
CA12	-2.996605201	1.919454192	-4.892102583	4.61E-05	0.002270334	1.90194191	DOWN
PCK2	-3.260073136	1.368580143	-4.88981992	4.64E-05	0.002278854	1.89610727	DOWN
TPH1	3.411750781	3.122794447	4.888501745	4.65E-05	0.002281635	1.892737937	UP
PTTG1	-4.830259365	3.043424358	-4.879532854	4.76E-05	0.002330764	1.869813135	DOWN
GID8	-2.709326797	1.703080553	-4.877617254	4.79E-05	0.002337294	1.86491685	DOWN
CXCL3	-2.934479667	1.230665968	-4.869204062	4.89E-05	0.002384169	1.843412933	DOWN
PIGY	-5.002308117	2.067181992	-4.864899583	4.95E-05	0.002405911	1.832410967	DOWN
IGFBP5	-3.345614762	1.67289371	-4.86084841	5.00E-05	0.002426251	1.822056556	DOWN
EIF4G2	-5.712874413	6.173086446	-4.858920716	5.03E-05	0.002433175	1.8171296	DOWN
TMEM60	-3.628684736	2.188637185	-4.853136195	5.11E-05	0.002464959	1.802345226	DOWN
GLIPR1	-3.628889759	1.459372286	-4.851236754	5.13E-05	0.002468765	1.797490599	DOWN
ISG20	-4.643965927	3.404953366	-4.850873899	5.14E-05	0.002468765	1.796563212	DOWN
COG7	5.796383221	6.721160569	4.849123576	5.16E-05	0.002474707	1.792089736	UP
MT2A	-5.549453399	3.5873921	-4.842614127	5.25E-05	0.002511859	1.775453138	DOWN
HSPG2	5.078184771	4.934503465	4.83560233	5.35E-05	0.002552947	1.757533123	UP
ARGLU1	-3.009248891	1.890805595	-4.829960151	5.43E-05	0.002580622	1.743113807	DOWN
SLC44A3	-2.425838368	1.054993997	-4.829838892	5.43E-05	0.002580622	1.742803919	DOWN
PLS1	-3.409132735	2.24813283	-4.828532141	5.45E-05	0.002583885	1.7394644	DOWN
RGS16	-2.453044385	0.927613966	-4.82516663	5.49E-05	0.002601185	1.730863627	DOWN
FAM129C	3.698317311	3.209355661	4.818849289	5.59E-05	0.002638984	1.714719636	UP
SLC39A4	-4.915147656	4.533571274	-4.81699362	5.61E-05	0.002646169	1.709977559	DOWN
CDX1	-1.86276613	0.720684115	-4.802221837	5.84E-05	0.002744903	1.672230583	DOWN
RAN	-4.575974973	6.160272738	-4.789127832	6.04E-05	0.002834825	1.638773541	DOWN
CKMT1B	-2.169027426	1.007427097	-4.788071224	6.06E-05	0.002836626	1.636073875	DOWN
ATP6V0A2	3.485872702	3.662364843	4.78109738	6.17E-05	0.002882883	1.618255943	UP
MSH5	4.174496331	5.054906892	4.772900689	6.30E-05	0.002939331	1.597314746	UP
ATIC	-4.88550557	3.470392038	-4.7669494	6.40E-05	0.002979283	1.582110935	DOWN
UQCRFS1	-2.806071374	1.505644401	-4.765806567	6.42E-05	0.002980086	1.579191406	DOWN
FAM118B	-2.934586524	1.370677821	-4.765065414	6.43E-05	0.002980086	1.577298037	DOWN
RAB18	-3.961789955	2.52337813	-4.764428589	6.44E-05	0.002980086	1.575671195	DOWN
RPLP0	-4.13357578	8.772837665	-4.758644472	6.54E-05	0.00301932	1.56089538	DOWN
NQO1	-4.535582707	4.514175302	-4.754338087	6.62E-05	0.003047239	1.549894932	DOWN
FTH1	-5.056846944	9.508788051	-4.751329059	6.67E-05	0.003064971	1.542208743	DOWN
ALDH18A1	-3.66854462	1.888150704	-4.750058863	6.69E-05	0.003068777	1.53896424	DOWN
KIAA0391	-2.369791658	1.098456473	-4.744852359	6.78E-05	0.003100135	1.525665451	DOWN
HSPA8	-4.546033879	6.995749853	-4.744134699	6.80E-05	0.003100135	1.523832404	DOWN
PRSS8	-3.483098306	1.929099655	-4.74316681	6.81E-05	0.003100135	1.521360239	DOWN
LDB3	3.828659768	2.976279743	4.742981572	6.82E-05	0.003100135	1.520887108	UP
RAB10	-2.885783718	1.59070097	-4.742223873	6.83E-05	0.003100135	1.518951825	DOWN
ELOVL1	-4.366197571	3.21368266	-4.74020397	6.87E-05	0.003109644	1.513792728	DOWN
SUCLA2	-3.867867804	2.157850397	-4.739343717	6.88E-05	0.003109644	1.511595558	DOWN
AP2M1	-4.375981639	6.127420976	-4.738699288	6.89E-05	0.003109644	1.509949634	DOWN
KCNJ3	1.884801888	1.491884767	4.735188139	6.96E-05	0.003132001	1.500982035	UP
DNAJA1	-4.261052864	4.664237589	-4.728839631	7.08E-05	0.003172411	1.484768434	DOWN
IFITM1	-5.821002393	6.826246798	-4.728744902	7.08E-05	0.003172411	1.484526511	DOWN
GTF3C2	-3.422232114	2.026622497	-4.727323565	7.10E-05	0.003174409	1.480896657	DOWN
STAG1	-2.229969288	1.086626506	-4.726950751	7.11E-05	0.003174409	1.479944562	DOWN
CCL11	-2.704383383	1.001223199	-4.724340355	7.16E-05	0.003189745	1.4732782	DOWN
VDAC1	-4.497358576	4.719123787	-4.720596222	7.23E-05	0.003214725	1.463716817	DOWN
CTNNBL1	-4.388966663	2.835144716	-4.717890159	7.28E-05	0.003227138	1.456806565	DOWN
RPN2	-4.826349903	5.841462859	-4.717434549	7.29E-05	0.003227138	1.455643127	DOWN
CYCS	-3.975910565	4.199670684	-4.716817948	7.30E-05	0.003227138	1.454068597	DOWN
WDR4	-3.087113474	1.4025504	-4.71530922	7.33E-05	0.003233429	1.450215999	DOWN
PPP2R3C	-3.241939733	1.556210965	-4.713833684	7.36E-05	0.003239463	1.446448216	DOWN
LGALS2	-2.946941932	1.172033648	-4.711782563	7.40E-05	0.003248063	1.441210764	DOWN
TSPAN15	-2.86826989	1.284502579	-4.71055178	7.42E-05	0.003248063	1.438068063	DOWN
CD74	-5.83691175	8.335358941	-4.710536582	7.42E-05	0.003248063	1.438029257	DOWN
TM9SF2	-4.17595187	3.289356896	-4.709098775	7.45E-05	0.003253854	1.434357989	DOWN
GHR	4.030995818	3.155153224	4.707915136	7.47E-05	0.003256941	1.431335747	UP
NOLC1	-3.762621443	2.768863614	-4.707223371	7.49E-05	0.003256941	1.42956945	DOWN
ACTG1	-4.22762779	9.118266336	-4.701959457	7.59E-05	0.00329573	1.416129393	DOWN
SH3PXD2A	-1.673273574	0.745094899	-4.701116547	7.61E-05	0.003296505	1.413977306	DOWN
DUSP6	-4.270575192	1.921838832	-4.699866097	7.63E-05	0.003300823	1.410784738	DOWN
MRPL2	-4.483720556	2.378584916	-4.692157708	7.79E-05	0.003361682	1.391105131	DOWN
CKB	-4.261304822	2.22234015	-4.690965909	7.81E-05	0.003365593	1.388062601	DOWN
COL6A2	-2.570508799	1.028930952	-4.685053495	7.94E-05	0.003411546	1.372969464	DOWN
CD63	-3.719981233	9.047197132	-4.667298748	8.32E-05	0.003565931	1.327651556	DOWN
CALM2	-3.469461742	7.906453906	-4.666167361	8.34E-05	0.003565931	1.324764088	DOWN
WDR75	-2.44816911	1.119041769	-4.66596293	8.35E-05	0.003565931	1.324242352	DOWN
GSTP1	-5.283135305	7.972571798	-4.663411547	8.40E-05	0.003582915	1.317731002	DOWN
GNAI3	-3.284034909	1.937756758	-4.659985199	8.48E-05	0.003608273	1.308986991	DOWN
GBP2	-4.158065342	2.414615295	-4.657754487	8.53E-05	0.003614386	1.303294437	DOWN
ARID5B	-2.822550739	1.620666185	-4.657193296	8.54E-05	0.003614386	1.301862359	DOWN
GNPDA1	-4.583905839	2.418112953	-4.657128177	8.54E-05	0.003614386	1.301696184	DOWN
TSEN15	-3.560811238	1.938217708	-4.654817585	8.59E-05	0.003629373	1.295800001	DOWN
REEP4	-2.926409366	1.231536301	-4.652490311	8.65E-05	0.003644595	1.289861424	DOWN
LUM	-5.932520765	5.433386586	-4.650738876	8.69E-05	0.003654365	1.285392352	DOWN
MUC3A	-2.380632224	0.901283744	-4.648806286	8.73E-05	0.003665918	1.280461155	DOWN
PGD	-4.288097058	2.802461162	-4.640432554	8.92E-05	0.00374024	1.259096189	DOWN
VPS26B	-2.341191355	1.099843081	-4.636464921	9.02E-05	0.003763767	1.248973909	DOWN
PRDX3	-3.82604184	5.008595411	-4.636203944	9.02E-05	0.003763767	1.24830812	DOWN
THBS2	-2.835671924	1.218857995	-4.635865489	9.03E-05	0.003763767	1.247444679	DOWN
RPS3	-4.151746746	9.977054038	-4.634324684	9.07E-05	0.003771852	1.243513936	DOWN
HLA-DQB1	-4.503493473	2.530447369	-4.632020352	9.12E-05	0.003787552	1.237635523	DOWN
TPD52	-4.107141463	4.600287213	-4.622794151	9.35E-05	0.003873077	1.214101149	DOWN
FKBP11	-4.349954969	4.574410893	-4.620721893	9.40E-05	0.003886335	1.208815622	DOWN
PRRG3	4.217443744	3.37519014	4.620055001	9.41E-05	0.003886335	1.207114674	UP
SNX30	-1.498095916	0.605102531	-4.618260719	9.46E-05	0.003897344	1.20253833	DOWN
MXD1	-2.787297591	1.544845756	-4.61729082	9.48E-05	0.00389995	1.200064638	DOWN
DPH2	-2.053031131	0.8906429	-4.615515762	9.53E-05	0.003910828	1.195537511	DOWN
MEIS2	5.828473213	3.95842694	4.609669138	9.67E-05	0.003963222	1.180627064	UP
SEZ6L2	-1.575651964	0.740981196	-4.609022136	9.69E-05	0.003963222	1.178977119	DOWN
ARSA	-2.214515355	0.900952748	-4.605254923	9.79E-05	0.003995155	1.169370518	DOWN
TPM2	-4.751997573	3.338691992	-4.603915551	9.82E-05	0.004001775	1.16595518	DOWN
TCTN3	-2.923149874	1.59321343	-4.603100002	9.84E-05	0.004002911	1.163875602	DOWN
GCSH	-3.333270621	2.114085609	-4.599227204	9.94E-05	0.004036323	1.154000668	DOWN
HLA-DRB6	-3.771127596	2.596009126	-4.597906912	9.98E-05	0.004040868	1.150634298	DOWN
CYP2S1	-3.171492133	1.657626795	-4.597390176	9.99E-05	0.004040868	1.149316787	DOWN
DAXX	-3.932108467	2.304496307	-4.593595821	0.000100911	0.004073799	1.139642736	DOWN
CLCA1	-2.316823929	0.872036715	-4.587749011	0.000102472	0.004125997	1.124736917	DOWN
EEF1D	-3.111219684	9.0305563	-4.58734472	0.000102581	0.004125997	1.123706273	DOWN
PCK1	-3.73342831	1.671274457	-4.586193385	0.000102891	0.004130905	1.120771253	DOWN
NONO	-4.231950302	5.540749126	-4.582674113	0.000103846	0.004161618	1.11180016	DOWN
GMEB1	2.391632403	2.939168302	4.581185627	0.000104252	0.004170284	1.108005967	UP
GABPB2	2.943187257	3.505468989	4.578649312	0.000104949	0.004190492	1.101541048	UP
DDX39A	-4.331735168	2.50487196	-4.577938568	0.000105145	0.004190683	1.099729453	DOWN
SYNCRIP	-3.385410544	2.645279512	-4.574464371	0.000106108	0.004220912	1.090874482	DOWN
AQP8	-1.07414417	0.466632669	-4.573817135	0.000106288	0.004220912	1.089224876	DOWN
KCNQ1	-2.285658512	0.872589866	-4.570452968	0.000107231	0.004250645	1.080650941	DOWN
ZNF283	5.603321	4.982847095	4.561570923	0.00010976	0.00434304	1.058016522	UP
S100A4	-5.014689596	5.51836752	-4.559444042	0.000110374	0.004347455	1.052597044	DOWN
ACO2	-3.395358659	1.788074081	-4.559128017	0.000110466	0.004347455	1.051791802	DOWN
YPEL5	-3.543486419	2.307274631	-4.559125912	0.000110466	0.004347455	1.051786437	DOWN
H3F3AP4	-2.583776834	1.637823033	-4.552591318	0.000112377	0.004414725	1.035137112	DOWN
