Type	ID	Name	Description	Target	MoA
kd	CGS001-478	ATP1A3	ATPases / P-type		
oe	ccsbBroad304_00122	ATP1B1	ATPases / P-type		
kd	CGS001-481	ATP1B1	ATPases / P-type		
kd	CGS001-488	ATP2A2	Calcium-ATPases		
kd	CGS001-27032	ATP2C1	Calcium-ATPases		
oe	ccsbBroad304_00126	ATP5A1	ATPases / F-type		
kd	CGS001-498	ATP5A1	ATPases / F-type		
oe	ccsbBroad304_00127	ATP5B	ATPases / F-type		
kd	CGS001-506	ATP5B	ATPases / F-type		
oe	ccsbBroad304_05868	ATP5C1	ATPases / F-type		
kd	CGS001-509	ATP5C1	ATPases / F-type		
oe	ccsbBroad304_00129	ATP5D	ATPases / F-type		
kd	CGS001-513	ATP5D	ATPases / F-type		
oe	ccsbBroad304_00130	ATP5F1	ATPases / F-type		
kd	CGS001-515	ATP5F1	ATPases / F-type		
kd	CGS001-516	ATP5G1	ATPases / F-type		
oe	ccsbBroad304_02447	ATP5H	ATPases / F-type		
kd	CGS001-10476	ATP5H	ATPases / F-type		
oe	ccsbBroad304_07657	ATP5L	ATPases / F-type		
kd	CGS001-10632	ATP5L	ATPases / F-type		
kd	CGS001-539	ATP5O	ATPases / F-type		
oe	ccsbBroad304_08055	ATP5S	-		
kd	CGS001-27109	ATP5S	-		
kd	CGS001-537	ATP6AP1	-		
oe	ccsbBroad304_00140	ATP6V0A1	ATPases / V-type		
kd	CGS001-535	ATP6V0A1	ATPases / V-type		
oe	ccsbBroad304_00138	ATP6V0B	ATPases / V-type		
kd	CGS001-533	ATP6V0B	ATPases / V-type		
oe	ccsbBroad304_00135	ATP6V0C	ATPases / V-type		
kd	CGS001-527	ATP6V0C	ATPases / V-type		
kd	CGS001-523	ATP6V1A	ATPases / V-type		
oe	ccsbBroad304_08282	ATP6V1D	ATPases / V-type		
kd	CGS001-51382	ATP6V1D	ATPases / V-type		
oe	ccsbBroad304_02131	ATP6V1F	ATPases / V-type		
kd	CGS001-9296	ATP6V1F	ATPases / V-type		
kd	CGS001-538	ATP7A	ATPases / P-type		
cp	BRD-A65145453	ATPA	Glutamate receptor agonist	GRIK1, GRIA2	Glutamate receptor agonist
kd	CGS001-545	ATR	ATR subfamily		
kd	CGS001-546	ATRX	-		
kd	CGS001-4287	ATXN3	Ataxins		
kd	CGS001-6790	AURKA	Aurora kinase		
oe	ccsbBroad304_03506	AURKAIP1	-		
kd	CGS001-54998	AURKAIP1	-		
oe	ccsbBroad304_02108	AURKB	Aurora kinase		
kd	CGS001-9212	AURKB	Aurora kinase		
cp	BRD-K10466330	AVA	Nucleophosmin inhibitor		Nucleophosmin inhibitor
kd	CGS001-8312	AXIN1	Serine/threonine phosphatases / Protein phosphatase 1, regulatory subunits		
oe	ccsbBroad304_07217	AXIN2	-		
kd	CGS001-8313	AXIN2	-		
kd	CGS001-558	AXL	Fibronectin type III domain containing		
cp	BRD-K03642198	AY-9944	Hedgehog pathway modulator		Hedgehog pathway modulator
cp	BRD-K36258877	AZ-10417808	Caspase inhibitor	CASP3	Caspase inhibitor
cp	BRD-K05804044	AZ-628	RAF inhibitor	BRAF, RAF1	RAF inhibitor
cp	BRD-K58772419	AZD-6482	PI3K inhibitor	PIK3CD, PIK3CG, PIK3CA, PIK3CB	PI3K inhibitor
cp	BRD-K46056750	AZD-7762	CHK inhibitor	CHEK1, CHEK2	CHK inhibitor
cp	BRD-K69932463	AZD-8055	MTOR inhibitor	MTOR	MTOR inhibitor
oe	ccsbBroad304_05876	AZGP1	Immunoglobulin superfamily / C1-set domain containing		
kd	CGS001-563	AZGP1	Immunoglobulin superfamily / C1-set domain containing		
kd	CGS001-64343	AZI2	-		
cp	BRD-K93080877	Ala-Ala-Phe-CMK	Tripeptidyl peptidase inhibitor	TPP2	Tripeptidyl peptidase inhibitor
oe	ccsbBroad304_00144	B2M	Immunoglobulin superfamily / C1-set domain containing		
kd	CGS001-567	B2M	Immunoglobulin superfamily / C1-set domain containing		
oe	ccsbBroad304_02934	B3GAT3	Beta-1,3-glucuronyltransferases		
kd	CGS001-26229	B3GAT3	Beta-1,3-glucuronyltransferases		
oe	ccsbBroad304_02604	B3GNT1	-		
kd	CGS001-11041	B3GNT1	-		
kd	CGS001-2583	B4GALNT1	Beta 4-glycosyltransferases		
kd	CGS001-2683	B4GALT1	Beta 4-glycosyltransferases		
oe	ccsbBroad304_01992	B4GALT3	Beta 4-glycosyltransferases		
kd	CGS001-8703	B4GALT3	Beta 4-glycosyltransferases		
oe	ccsbBroad304_07288	B4GALT4	Beta 4-glycosyltransferases		
kd	CGS001-8702	B4GALT4	Beta 4-glycosyltransferases		
kd	CGS001-23621	BACE1	Pepsin		
kd	CGS001-25825	BACE2	Pepsin		
oe	ccsbBroad304_00145	BACH1	BTB/POZ domain containing		
kd	CGS001-571	BACH1	BTB/POZ domain containing		
kd	CGS001-60468	BACH2	BTB/POZ domain containing		
oe	ccsbBroad304_00146	BAD	-		
kd	CGS001-572	BAD	-		
oe	ccsbBroad304_00147	BAG1	-		
kd	CGS001-573	BAG1	-		
kd	CGS001-9531	BAG3	-		
oe	ccsbBroad304_01841	BAG6	-		
kd	CGS001-7917	BAG6	-		
kd	CGS001-578	BAK1	-		
oe	ccsbBroad304_02857	BAMBI	-		
kd	CGS001-25805	BAMBI	-		
cp	BRD-K40919711	BAPTA-AM	Potassium channel blocker	KCNA3, KCNA5, KCNH2	Potassium channel blocker
kd	CGS001-56033	BARX1	Homeoboxes / ANTP class : NKL subclass		
cp	BRD-K55991774	BAS-09104376	HIV integrase inhibitor		HIV integrase inhibitor
kd	CGS001-10538	BATF	basic leucine zipper proteins		
oe	ccsbBroad304_03599	BATF3	basic leucine zipper proteins		
kd	CGS001-55509	BATF3	basic leucine zipper proteins		
oe	ccsbBroad304_00150	BAX	-		
kd	CGS001-581	BAX	-		
cp	BRD-A18763547	BAX-channel-blocker	Cytochrome C release inhibitor	BAX	Cytochrome C release inhibitor
cp	BRD-K15025317	BAY-11-7821	NFkB pathway inhibitor	RELA	NFkB pathway inhibitor
cp	BRD-K54704028	BAY-36-7620	Glutamate receptor antagonist	GRM1	Glutamate receptor antagonist
cp	BRD-K18799075	BAY-59-3074	Cannabinoid receptor partial agonist	CNR1, CNR2	Cannabinoid receptor partial agonist
cp	BRD-K14329163	BAY-K8644	Calcium channel activator	CACNA1C	Calcium channel activator, L-type calcium channel activator
kd	CGS001-9031	BAZ1B	Zinc fingers, PHD-type		
kd	CGS001-29994	BAZ2B	Zinc fingers, PHD-type		
kd	CGS001-27113	BBC3	-		
kd	CGS001-27241	BBS9	-		
kd	CGS001-9564	BCAR1	Cas scaffolding proteins		
kd	CGS001-586	BCAT1	-		
oe	ccsbBroad304_00152	BCAT2	-		
kd	CGS001-587	BCAT2	-		
oe	ccsbBroad304_08645	BCCIP	-		
kd	CGS001-56647	BCCIP	-		
cp	BRD-A11007541	BCI-hydrochloride	Protein phosphatase inhibitor	DUSP1, DUSP6	Protein phosphatase inhibitor
kd	CGS001-593	BCKDHA	-		
oe	ccsbBroad304_02391	BCKDK	Pyruvate dehydrogenase kinase (PDHK) family		
kd	CGS001-10295	BCKDK	Pyruvate dehydrogenase kinase (PDHK) family		
oe	ccsbBroad304_02048	BCL10	-		
kd	CGS001-8915	BCL10	-		
kd	CGS001-596	BCL2	Serine/threonine phosphatases / Protein phosphatase 1, regulatory subunits		
cp	BRD-K39111395	BCL2-inhibitor	BCL inhibitor	BCL2	BCL inhibitor
kd	CGS001-597	BCL2A1	-		
oe	ccsbBroad304_00156	BCL2L1	Serine/threonine phosphatases / Protein phosphatase 1, regulatory subunits		
kd	CGS001-598	BCL2L1	Serine/threonine phosphatases / Protein phosphatase 1, regulatory subunits		
oe	ccsbBroad304_02292	BCL2L11	-		
kd	CGS001-10018	BCL2L11	-		
kd	CGS001-23786	BCL2L13	-		
oe	ccsbBroad304_05881	BCL2L2	Serine/threonine phosphatases / Protein phosphatase 1, regulatory subunits		
kd	CGS001-599	BCL2L2	Serine/threonine phosphatases / Protein phosphatase 1, regulatory subunits		
kd	CGS001-602	BCL3	Ankyrin repeat domain containing		
oe	ccsbBroad304_05882	BCL6	BTB/POZ domain containing		
kd	CGS001-604	BCL6	BTB/POZ domain containing		
oe	ccsbBroad304_09910	BCL6B	BTB/POZ domain containing		
kd	CGS001-255877	BCL6B	BTB/POZ domain containing		
kd	CGS001-9275	BCL7B	-		
kd	CGS001-607	BCL9	-		
kd	CGS001-9774	BCLAF1	-		
kd	CGS001-613	BCR	Rho guanine nucleotide exchange factors		
cp	BRD-K17008822	BD-1008	Sigma receptor antagonist		Sigma receptor antagonist
cp	BRD-K36864847	BD-1047	Adrenergic receptor antagonist	SIGMAR1	Adrenergic receptor antagonist
cp	BRD-K29668683	BD-1063	Sigma receptor antagonist	SIGMAR1	Sigma receptor antagonist
kd	CGS001-622	BDH1	Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 2		
kd	CGS001-624	BDKRB2	Bradykinin receptors		
kd	CGS001-8678	BECN1	-		
cp	BRD-A38913120	BH3I-1	BCL inhibitor	BCL2	BCL inhibitor
kd	CGS001-8553	BHLHE40	Basic helix-loop-helix proteins		
oe	ccsbBroad304_05890	BHMT	-		
kd	CGS001-635	BHMT	-		
oe	ccsbBroad304_02837	BHMT2	-		
kd	CGS001-23743	BHMT2	-		
cp	BRD-K64890080	BI-2536	PLK inhibitor	PLK1, BRD4, PLK2, PLK3	PLK inhibitor
cp	BRD-K73982490	BI-78D3	JNK inhibitor	MAPK8	JNK inhibitor
cp	BRD-K49294207	BIBU-1361	EGFR inhibitor	EGFR	EGFR inhibitor
cp	BRD-K70914287	BIBX-1382	EGFR inhibitor	EGFR, ERBB2	EGFR inhibitor, Tyrosine kinase inhibitor
oe	ccsbBroad304_00161	BID	Endogenous ligands		
kd	CGS001-637	BID	Endogenous ligands		
cp	BRD-K51967704	BIIB021	HSP inhibitor	AOX1, HSP90AA1	HSP inhibitor
oe	ccsbBroad304_00162	BIK	-		
kd	CGS001-638	BIK	-		
oe	ccsbBroad304_00078	BIRC2	Inhibitors of apoptosis (IAP) protein family		
kd	CGS001-329	BIRC2	Inhibitors of apoptosis (IAP) protein family		
kd	CGS001-330	BIRC3	Inhibitors of apoptosis (IAP) protein family		
oe	ccsbBroad304_05836	BIRC5	Inhibitors of apoptosis (IAP) protein family		
kd	CGS001-332	BIRC5	Inhibitors of apoptosis (IAP) protein family		
kd	CGS001-57448	BIRC6	Inhibitors of apoptosis (IAP) protein family		
cp	BRD-K26818574	BIX-01294	Histone lysine methyltransferase inhibitor	EHMT1, EHMT2	Histone lysine methyltransferase inhibitor, DNA methyltransferase inhibitor
cp	BRD-K26863634	BIX-01338	Histone lysine methyltransferase inhibitor		Histone lysine methyltransferase inhibitor
cp	BRD-K92817986	BJM-CSC-19	MEK inhibitor		MEK inhibitor
oe	ccsbBroad304_02553	BLCAP	-		
kd	CGS001-10904	BLCAP	-		
kd	CGS001-641	BLM	-		
oe	ccsbBroad304_00164	BLMH	-		
kd	CGS001-642	BLMH	-		
kd	CGS001-2647	BLOC1S1	Biogenesis of lysosomal organelles complex-1 subunits		
oe	ccsbBroad304_05894	BLVRA	-		
kd	CGS001-644	BLVRA	-		
kd	CGS001-645	BLVRB	Short chain dehydrogenase/reductase superfamily / Atypical members		
oe	ccsbBroad304_01951	BLZF1	-		
kd	CGS001-8548	BLZF1	-		
oe	ccsbBroad304_00165	BMI1	Polycomb group ring fingers		
kd	CGS001-648	BMI1	Polycomb group ring fingers		
cp	BRD-K94379058	BML-190	Cannabinoid receptor inverse agonist	CNR2	Cannabinoid receptor inverse agonist
cp	BRD-K32584078	BML-257	AKT inhibitor	AKT1	AKT inhibitor, HCV inhibitor
cp	BRD-A77118605	BML-ST330	Phospholipase inhibitor		Phospholipase inhibitor
kd	CGS001-650	BMP2	Bone morphogenetic proteins		
oe	ccsbBroad304_05899	BMP4	Bone morphogenetic proteins		
kd	CGS001-652	BMP4	Bone morphogenetic proteins		
oe	ccsbBroad304_10423	BMPR1A	Type I receptor serine/threonine kinases		
kd	CGS001-657	BMPR1A	Type I receptor serine/threonine kinases		
cp	BRD-K56509348	BMS-182874	Endothelin receptor antagonist	EDNRA	Endothelin receptor antagonist
cp	BRD-K95609758	BMS-191011	Potassium channel activator	KCNMA1	Potassium channel activator
cp	BRD-K02950022	BMS-299897	Gamma secretase inhibitor		Gamma secretase inhibitor
cp	BRD-K13566078	BMS-345541	IKK inhibitor	IKBKB, CHUK	IKK inhibitor
cp	BRD-K34581968	BMS-536924	IGF-1 inhibitor	IGF1R, AKT1, CCNE1, CDK2, CYP3A4, ERBB2, INSR, KDR, LCK, MAPK1, MET, PDGFRA, PDGFRB	IGF-1 inhibitor
cp	BRD-K48923948	BMS-641988	Androgen receptor antagonist	AR	Androgen receptor antagonist
cp	BRD-K13049116	BMS-754807	IGF-1 inhibitor	IGF1R, AKT1	IGF-1 inhibitor
cp	BRD-A15435692	BMY-14802	Sigma receptor antagonist	HTR1A, SIGMAR1	Sigma receptor antagonist
cp	BRD-K84895041	BMY-45778	IP1 prostacyclin receptor agonist	PTGIR	IP1 prostacyclin receptor agonist
cp	BRD-K31054881	BMY-7378	Adrenergic receptor antagonist	HTR1A, ADRA1D, ADRA1A, ADRA1B	Adrenergic receptor antagonist, Serotonin receptor antagonist
oe	ccsbBroad304_00170	BNIP1	-		
kd	CGS001-662	BNIP1	-		
kd	CGS001-663	BNIP2	-		
oe	ccsbBroad304_05902	BNIP3	-		
kd	CGS001-664	BNIP3	-		
oe	ccsbBroad304_00171	BNIP3L	-		
kd	CGS001-665	BNIP3L	-		
kd	CGS001-149428	BNIPL	-		
cp	BRD-A55484088	BNTX	Opioid receptor antagonist	OPRD1, OPRK1, OPRM1	Opioid receptor antagonist
oe	ccsbBroad304_03179	BOLA1	-		
kd	CGS001-51027	BOLA1	-		
cp	BRD-K45479396	BP-554	Serotonin receptor agonist	HTR1A	Serotonin receptor agonist
oe	ccsbBroad304_10487	BPHL	-		
kd	CGS001-670	BPHL	-		
oe	ccsbBroad304_00174	BRAF	RAF family		
kd	CGS001-673	BRAF	RAF family		
kd	CGS001-8315	BRAP	RING-type (C3HC4) zinc fingers		
oe	ccsbBroad304_00173	BRCA1	Fanconi anemia, complementation groups		
kd	CGS001-672	BRCA1	Fanconi anemia, complementation groups		
kd	CGS001-675	BRCA2	Fanconi anemia, complementation groups		
cp	BRD-A80383043	BRD-A80383043	Glutamate receptor agonist	GRM1, GRM2	Glutamate receptor agonist, Glutamate receptor antagonist
cp	BRD-K06817181	BRD-K06817181	JAK inhibitor	JAK2	JAK inhibitor
cp	BRD-K34437622	BRD-K34437622	Thymidylate synthase inhibitor	TYMS	Thymidylate synthase inhibitor
cp	BRD-K34608650	BRD-K34608650	Cannabinoid receptor agonist	CNR2	Cannabinoid receptor agonist
cp	BRD-K41143549	BRD-K41143549	Glutamate receptor antagonist		Glutamate receptor antagonist
cp	BRD-K52219182	BRD-K52219182	Phosphodiesterase inhibitor		Phosphodiesterase inhibitor
cp	BRD-K63784565	BRD-K63784565	Topoisomerase inhibitor	TOP1	Topoisomerase inhibitor
cp	BRD-K64835161	BRD-K64835161	-666	CLK1, CLK4, DYRK1B	-666
cp	BRD-K65285700	BRD-K65285700	Cannabinoid receptor agonist	CNR2	Cannabinoid receptor agonist
cp	BRD-K66782112	BRD-K66782112	Histamine receptor antagonist	HRH2	Histamine receptor antagonist
cp	BRD-K66896231	BRD-K66896231	Acetylcholinesterase inhibitor	ACHE	Acetylcholinesterase inhibitor
cp	BRD-K88742110	BRD-K88742110	HDAC inhibitor	HDAC8, IL1B	HDAC inhibitor
kd	CGS001-6046	BRD2	Bromodomain kinase (BRDK) family		
oe	ccsbBroad304_11251	BRD3	Bromodomain kinase (BRDK) family		
kd	CGS001-8019	BRD3	Bromodomain kinase (BRDK) family		
oe	ccsbBroad304_11738	BRD4	Bromodomain kinase (BRDK) family		
kd	CGS001-23476	BRD4	Bromodomain kinase (BRDK) family		
kd	CGS001-10902	BRD8	Bromodomain kinase (BRDK) family		
oe	ccsbBroad304_03573	BRF2	-		
kd	CGS001-55290	BRF2	-		
cp	BRD-A51829654	BRL-15572	Serotonin receptor antagonist	HTR1D, HTR1A, HTR1B, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR6	Serotonin receptor antagonist
cp	BRD-K07507905	BRL-37344	Adrenergic receptor agonist	ADRB3, ADRB1, ADRB2	Adrenergic receptor agonist
cp	BRD-K84266862	BRL-50481	Phosphodiesterase inhibitor	PDE7A, PDE7B	Phosphodiesterase inhibitor
cp	BRD-A37347161	BRL-52537	Opioid receptor agonist	OPRK1	Opioid receptor agonist
cp	BRD-K17868609	BRL-54443	Serotonin receptor agonist	HTR1E, HTR1F	Serotonin receptor agonist
oe	ccsbBroad304_02875	BRP44	-		
kd	CGS001-25874	BRP44	-		
oe	ccsbBroad304_07183	BRPF1	Non-enzymatic BRD containing proteins		
kd	CGS001-7862	BRPF1	Non-enzymatic BRD containing proteins		
kd	CGS001-27154	BRPF3	Non-enzymatic BRD containing proteins		
kd	CGS001-22903	BTBD3	BTB/POZ domain containing		
oe	ccsbBroad304_00179	BTG1	-		
kd	CGS001-694	BTG1	-		
kd	CGS001-7832	BTG2	-		
oe	ccsbBroad304_02569	BTG3	-		
kd	CGS001-10950	BTG3	-		
oe	ccsbBroad304_00180	BTK	Pleckstrin homology (PH) domain containing		
kd	CGS001-695	BTK	Pleckstrin homology (PH) domain containing		
oe	ccsbBroad304_02053	BTRC	F-boxes / WD-40 domains		
kd	CGS001-8945	BTRC	F-boxes / WD-40 domains		
cp	BRD-K55344148	BU-224	Imidazoline receptor ligand	MAOA, MAOB	Imidazoline receptor ligand
cp	BRD-K56115039	BU-226	Imidazoline receptor ligand		Imidazoline receptor ligand
cp	BRD-K11696279	BU-239	Imidazoline receptor agonist		Imidazoline receptor agonist, Imidazoline receptor ligand
kd	CGS001-699	BUB1	Bub family		
oe	ccsbBroad304_05907	BUB1B	Bub family		
kd	CGS001-701	BUB1B	Bub family		
oe	ccsbBroad304_02100	BUB3	WD repeat domain containing		
kd	CGS001-9184	BUB3	WD repeat domain containing		
oe	ccsbBroad304_09225	BUD13	-		
kd	CGS001-84811	BUD13	-		
oe	ccsbBroad304_02045	BUD31	-		
kd	CGS001-8896	BUD31	-		
cp	BRD-A22713669	BVT-948	Tyrosine phosphatase inhibitor	PTPN1, PTPN11, PTPN2	Tyrosine phosphatase inhibitor
cp	BRD-A17428743	BW-723C86	Serotonin receptor agonist	HTR2B, HTR2A, HTR2C	Serotonin receptor agonist
cp	BRD-A55946879	BW-B70C	Lipoxygenase inhibitor	ALOX5	Lipoxygenase inhibitor
cp	BRD-K47983010	BX-795	IKK inhibitor	PDPK1, CDK2, CHEK1, GSK3B, IKBKE, KDR, PDK1, TBK1	IKK inhibitor
cp	BRD-K49669041	BX-912	Pyruvate dehydrogenase kinase inhibitor	PDPK1, AKT2, CDK2, CHEK1, GSK3B, KDR, PDK1	Pyruvate dehydrogenase kinase inhibitor
oe	ccsbBroad304_03047	BZW2	-		
kd	CGS001-28969	BZW2	-		
kd	CGS001-283450	C12ORF51	-		
oe	ccsbBroad304_03119	C16ORF5	-		
kd	CGS001-29965	C16ORF5	-		
oe	ccsbBroad304_03080	C16ORF80	-		
kd	CGS001-29105	C16ORF80	-		
oe	ccsbBroad304_03696	C19ORF10	-		
kd	CGS001-56005	C19ORF10	-		
kd	CGS001-91304	C19ORF6	-		
kd	CGS001-55765	C1ORF106	-		
kd	CGS001-708	C1QBP	-		
kd	CGS001-114904	C1QTNF6	-		
oe	ccsbBroad304_00183	C1S	Complement system		
kd	CGS001-716	C1S	Complement system		
oe	ccsbBroad304_00184	C2	Complement system		
kd	CGS001-717	C2	Complement system		
kd	CGS001-25966	C2CD2	-		
kd	CGS001-9854	C2CD2L	-		
kd	CGS001-6936	C2ORF3	-		
kd	CGS001-718	C3	Endogenous ligands		
kd	CGS001-727	C5	Endogenous ligands		
oe	ccsbBroad304_04471	C5ORF62	-		
kd	CGS001-85027	C5ORF62	-		
kd	CGS001-169436	C9ORF96	-		
cp	BRD-A56020723	CA-074-Me	Cathepsin inhibitor	CTSB	Cathepsin inhibitor
kd	CGS001-771	CA12	Carbonic anhydrases		
kd	CGS001-760	CA2	Carbonic anhydrases		
oe	ccsbBroad304_03372	CAB39	-		
kd	CGS001-51719	CAB39	-		
kd	CGS001-23523	CABIN1	-		
kd	CGS001-775	CACNA1C	Calcium channel subunits		
kd	CGS001-776	CACNA1D	Calcium channel subunits		
kd	CGS001-790	CAD	-		
oe	ccsbBroad304_02367	CALCOCO2	-		
kd	CGS001-10241	CALCOCO2	-		
oe	ccsbBroad304_05927	CALM1	EF-hand domain containing		
kd	CGS001-801	CALM1	EF-hand domain containing		
oe	ccsbBroad304_00207	CALM2	EF-hand domain containing		
kd	CGS001-805	CALM2	EF-hand domain containing		
oe	ccsbBroad304_13822	CALM3	EF-hand domain containing		
kd	CGS001-808	CALM3	EF-hand domain containing		
kd	CGS001-163688	CALML6	EF-hand domain containing		
oe	ccsbBroad304_00210	CALR	-		
kd	CGS001-811	CALR	-		
oe	ccsbBroad304_00211	CALU	EF-hand domain containing		
kd	CGS001-813	CALU	EF-hand domain containing		
cp	BRD-K91442916	CAM-9-026	Membrane metalloendopeptidase inhibitor		Membrane metalloendopeptidase inhibitor
oe	ccsbBroad304_01949	CAMK1	CAMK1 family		
kd	CGS001-8536	CAMK1	CAMK1 family		
oe	ccsbBroad304_05930	CAMK2D	CAMK2 family		
kd	CGS001-817	CAMK2D	CAMK2 family		
kd	CGS001-818	CAMK2G	CAMK2 family		
kd	CGS001-10645	CAMKK2	Meta subfamily		
oe	ccsbBroad304_00212	CAMLG	-		
kd	CGS001-819	CAMLG	-		
kd	CGS001-23271	CAMSAP2	-		
kd	CGS001-55832	CAND1	-		
kd	CGS001-23066	CAND2	-		
oe	ccsbBroad304_04786	CANT1	-		
kd	CGS001-124583	CANT1	-		
kd	CGS001-821	CANX	-		
oe	ccsbBroad304_05931	CAPG	-		
kd	CGS001-822	CAPG	-		
oe	ccsbBroad304_00214	CAPN1	EF-hand domain containing		
kd	CGS001-823	CAPN1	EF-hand domain containing		
kd	CGS001-826	CAPNS1	EF-hand domain containing		
oe	ccsbBroad304_04360	CAPNS2	EF-hand domain containing		
kd	CGS001-84290	CAPNS2	EF-hand domain containing		
kd	CGS001-133690	CAPSL	EF-hand domain containing		
kd	CGS001-29775	CARD10	-		
kd	CGS001-84433	CARD11	-		
oe	ccsbBroad304_03933	CARD9	-		
kd	CGS001-64170	CARD9	-		
oe	ccsbBroad304_00219	CARS	Aminoacyl tRNA synthetases / Class I		
kd	CGS001-833	CARS	Aminoacyl tRNA synthetases / Class I		
kd	CGS001-22794	CASC3	-		
oe	ccsbBroad304_08879	CASD1	-		
kd	CGS001-64921	CASD1	-		
oe	ccsbBroad304_01960	CASK	CASK family		
kd	CGS001-8573	CASK	CASK family		
kd	CGS001-843	CASP10	Caspases		
oe	ccsbBroad304_02801	CASP14	Caspases		
kd	CGS001-23581	CASP14	Caspases		
oe	ccsbBroad304_05936	CASP2	Caspases		
kd	CGS001-835	CASP2	Caspases		
oe	ccsbBroad304_00221	CASP3	Caspases		
kd	CGS001-836	CASP3	Caspases		
kd	CGS001-837	CASP4	Caspases		
oe	ccsbBroad304_00222	CASP6	Caspases		
kd	CGS001-839	CASP6	Caspases		
oe	ccsbBroad304_05937	CASP7	Caspases		
kd	CGS001-840	CASP7	Caspases		
kd	CGS001-841	CASP8	Caspases		
oe	ccsbBroad304_00223	CASP9	Caspases		
kd	CGS001-842	CASP9	Caspases		
kd	CGS001-831	CAST	-		
oe	ccsbBroad304_00225	CAT	-		
kd	CGS001-847	CAT	-		
oe	ccsbBroad304_00226	CAV1	-		
kd	CGS001-857	CAV1	-		
cp	BRD-A61858259	CAY-10415	Insulin sensitizer	INS	Insulin sensitizer
cp	BRD-K07403598	CAY-10470	NFkB pathway inhibitor	NFKB1, TNF	NFkB pathway inhibitor
cp	BRD-K32836707	CAY-10577	Casein kinase inhibitor		Casein kinase inhibitor
cp	BRD-K54987996	CAY-10578	Casein kinase inhibitor		Casein kinase inhibitor
cp	BRD-K88551539	CAY-10585	HIF modulator	HIF1A	HIF modulator
cp	BRD-K83289131	CAY-10618	NAMPT inhibitor	NAMPT	NAMPT inhibitor
kd	CGS001-863	CBFA2T3	A-kinase anchor proteins		
oe	ccsbBroad304_00231	CBFB	-		
kd	CGS001-865	CBFB	-		
oe	ccsbBroad304_05939	CBLB	RING-type (C3HC4) zinc fingers		
kd	CGS001-868	CBLB	RING-type (C3HC4) zinc fingers		
oe	ccsbBroad304_07918	CBLC	RING-type (C3HC4) zinc fingers		
kd	CGS001-23624	CBLC	RING-type (C3HC4) zinc fingers		
oe	ccsbBroad304_00233	CBR1	Prostaglandin synthases		
kd	CGS001-873	CBR1	Prostaglandin synthases		
oe	ccsbBroad304_05941	CBR3	Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 1		
kd	CGS001-874	CBR3	Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 1		
oe	ccsbBroad304_05942	CBS	Hydrogen sulphide synthesis		
kd	CGS001-875	CBS	Hydrogen sulphide synthesis		
kd	CGS001-8535	CBX4	-		
oe	ccsbBroad304_07888	CBX6	-		
kd	CGS001-23466	CBX6	-		
oe	ccsbBroad304_07890	CBX7	-		
kd	CGS001-23492	CBX7	-		
oe	ccsbBroad304_05944	CCBL1	Hydrogen sulphide synthesis		
kd	CGS001-883	CCBL1	Hydrogen sulphide synthesis		
cp	BRD-K15616905	CCCP	Mitochondrial oxidative phosphorylation uncoupler		Mitochondrial oxidative phosphorylation uncoupler
kd	CGS001-11007	CCDC85B	-		
kd	CGS001-79080	CCDC86	-		
oe	ccsbBroad304_03910	CCDC90A	-		
kd	CGS001-63933	CCDC90A	-		
oe	ccsbBroad304_04190	CCDC92	-		
kd	CGS001-80212	CCDC92	-		
oe	ccsbBroad304_01495	CCL2	Chemokine ligands		
kd	CGS001-6347	CCL2	Chemokine ligands		
kd	CGS001-6364	CCL20	Chemokine ligands		
cp	BRD-K06159959	CCMQ	Inhibitor of the binding of homoquinolinic acid to non-NMDA sensitive sites		Inhibitor of the binding of homoquinolinic acid to non-NMDA sensitive sites
kd	CGS001-8900	CCNA1	-		
kd	CGS001-890	CCNA2	-		
kd	CGS001-891	CCNB1	-		
kd	CGS001-9133	CCNB2	-		
oe	ccsbBroad304_05947	CCNC	-		
kd	CGS001-892	CCNC	-		
oe	ccsbBroad304_00155	CCND1	-		
kd	CGS001-595	CCND1	-		
oe	ccsbBroad304_05948	CCND2	-		
kd	CGS001-894	CCND2	-		
oe	ccsbBroad304_00237	CCND3	-		
kd	CGS001-896	CCND3	-		
oe	ccsbBroad304_00238	CCNE1	-		
kd	CGS001-898	CCNE1	-		
kd	CGS001-9134	CCNE2	-		
kd	CGS001-899	CCNF	F-boxes / other		
oe	ccsbBroad304_00239	CCNG1	-		
kd	CGS001-900	CCNG1	-		
kd	CGS001-901	CCNG2	-		
oe	ccsbBroad304_00240	CCNH	General transcription factor IIH complex subunits		
kd	CGS001-902	CCNH	General transcription factor IIH complex subunits		
oe	ccsbBroad304_03772	CCNL1	-		
kd	CGS001-57018	CCNL1	-		
oe	ccsbBroad304_07478	CCP110	-		
kd	CGS001-9738	CCP110	-		
oe	ccsbBroad304_07345	CCRL2	Chemokine receptors		
kd	CGS001-9034	CCRL2	Chemokine receptors		
oe	ccsbBroad304_02862	CCRN4L	-		
kd	CGS001-25819	CCRN4L	-		
